idx,text,tokens,labels
1379,茄子炒肉,"['茄子', '炒', '肉']",['材料|工艺|材料']
1380,螺肉螺蛳粉,"['螺肉', '螺蛳粉']",['材料|形式']
1381,渣渣牛肉,"['渣渣', '牛肉']",['其他|材料']
1382,绿豆面,"['绿豆', '面']",['绿豆|面\n材料|形式']
1383,土鸡,['土鸡'],['材料']
1384,水煮三鲜,"['水煮', '三鲜']",['工艺|材料']
1385,榛果风味摩卡星冰乐,"['榛果', '风味', '摩卡', '星冰乐']",['原材料|风味|其他|品牌']
1386,奶油馒头,"['奶油', '馒头']",['风味|材料']
1387,芒果千层蛋糕,"['芒果', '千层', '蛋糕']",['材料|其他|形式']
1388,蜜汁山药,"['蜜', '汁', '山药']",['蜜|汁|山药的分类如下：\n\n1. **蜜**：属于**风味**，表示甜味。\n2. **汁**：属于**形式**，表示汤汁或酱汁的形式。\n3. **山药**：属于**材料**，是这道菜的主要食材。\n\n因此，分类结果为：\n风味|形式|材料']
1389,茄子煲,"['茄子', '煲']",['材料|工艺']
1390,柠檬苏打,"['柠檬', '苏打']",['风味|材料']
1391,鲜肉云吞,"['鲜肉', '云吞']",['材料|形式']
1392,蒜香小排,"['蒜香', '小排']",['风味|材料']
1393,草莓轻乳酪星冰乐,"['草莓', '轻乳酪', '星冰乐']",['其他|其他|品牌']
1394,煮方便面,"['煮', '方便面']",['工艺|形式']
1395,大红袍寒天牛乳茶,"['大红袍', '寒天', '牛乳茶']",['地名|其他|材料']
1396,白灼海虾,"['白灼', '海虾']",['工艺|材料']
1397,巴旦木牛油果酸奶奶昔,"['巴旦木', '牛油果', '酸奶', '奶昔']",['材料|材料|材料|材料']
1398,葡萄biubiu,"['葡萄', 'biubiu']",['其他|其他']
1399,蓝莓酸奶,"['蓝莓', '酸奶']",['材料|形式']
1400,火爆猪肝,"['火爆', '猪肝']",['工艺|材料']
1401,鸡蛋拉面,"['鸡蛋', '拉面']",['材料|形式']
1402,麻辣豆腐,"['麻辣', '豆腐']",['工艺|材料']
1403,轻咖柠檬葡萄茶,"['轻咖', '柠檬', '葡萄茶']",['品牌|材料|形式']
1404,腐乳鸡翅,"['腐乳', '鸡翅']",['材料|材料']
1405,清炒藕片,"['清炒', '藕片']",['工艺|材料']
1406,冰糖烤梨,"['冰糖', '烤梨']",['材料|工艺']
1407,霸霸珍珠奶茶,"['霸霸', '珍珠', '奶茶']",['品牌|其他|形式']
1408,酸菜饼,"['酸菜', '饼']",['风味|形式']
1409,回锅肉盖饭,"['回锅肉', '盖饭']",['材料|形式']
1410,米汤,"['米', '汤']",['材料|形式']
1411,牛肉小炒,"['牛肉', '小炒']",['材料|工艺']
1412,鸡蛋炒拉条,"['鸡蛋', '炒', '拉条']",['材料|工艺|形式']
1413,甜酒汤圆,"['甜酒', '汤圆']",['风味|材料']
1414,桃喜芒芒,"['桃喜', '芒芒']",['品牌|材料']
1415,榴莲比萨,"['榴莲', '比萨']",['材料|形式']
1416,褚橙,['褚橙'],['品牌']
1417,咔滋鱼排饭,"['咔滋', '鱼排', '饭']",['品牌|材料|形式']
1418,炸鲜蘑,"['炸', '鲜蘑']",['炸|鲜蘑\n工艺|材料']
1419,酸辣豆芽,"['酸辣', '豆芽']",['风味|材料']
1420,过油肉盖饭,"['过油', '肉盖饭']",['工艺|形式']
1421,猪排,['猪排'],['材料']
1422,牛蹄筋,['牛蹄筋'],['材料']
1423,牛油果酸奶昔,"['牛油果', '酸奶昔']",['材料|材料']
1424,耗油,['耗油'],['耗油|炒|青菜\n\n工艺|其他|材料']
1425,碗碗羊肉,"['碗碗', '羊肉']",['其他|材料']
1426,牛油排包,"['牛油', '排包']",['工艺|材料']
1427,无刺巴沙鱼,"['无刺', '巴沙鱼']",['工艺|材料']
1428,烧鹅腿饭,"['烧鹅', '腿饭']",['工艺|形式']
1429,波波烤奶,"['波波', '烤奶']",['品牌|材料']
1430,凉拌西红柿,"['凉拌', '西红柿']",['工艺|材料']
1431,双拼饭,"['双拼', '饭']",['工艺|形式']
1432,酸辣汤,"['酸辣', '汤']",['风味|形式']
1433,荠菜鲜肉小馄饨,"['荠菜', '鲜肉', '小馄饨']",['材料|材料|形式']
1434,偶遇小酒,"['偶遇', '小酒']",['其他|材料']
1435,川北凉粉,"['川北', '凉粉']",['地名|材料']
1436,秋月芝士红石榴,"['秋月', '芝士', '红石榴']",['其他|材料|材料']
1437,千层饼,"['千层', '饼']",['工艺|形式']
1438,猪爪,"['猪', '爪']",['材料|材料']
1439,酸菜鲜肉,"['酸菜', '鲜肉']",['风味|材料']
1440,雪菜毛豆,"['雪菜', '毛豆']",['材料|材料']
1441,羊腿卷,"['羊腿', '卷']",['材料|形式']
1442,大鸡翅,"['大', '鸡翅']",['其他|材料']
1443,九阳豆浆,"['九阳', '豆浆']",['品牌|材料']
1444,芋头蒸排骨,"['芋头', '蒸', '排骨']",['材料|工艺|材料']
1445,涮菜,"['涮', '菜']",['工艺|形式']
1446,榴莲蛋挞,"['榴莲', '蛋挞']",['材料|材料']
1447,嘶哈鸡肉堡拼盘,"['嘶哈', '鸡肉', '堡拼盘']",['其他|材料|形式']
1448,奇异果,"['奇异', '果']",['其他|材料']
1449,烤榴莲,"['烤', '榴莲']",['烤|榴莲\n工艺|材料']
1450,烤羊肉,"['烤', '羊肉']",['工艺|材料']
1451,芒芒百香果,"['芒芒', '百香果']",['其他|材料']
1452,鲜羊肉,"['鲜', '羊肉']",['工艺|材料']
1453,豆芽粉丝,"['豆芽', '粉丝']",['材料|材料']
1454,白灼青菜,"['白灼', '青菜']",['工艺|材料']
1455,蒜蓉烤生蚝,"['蒜蓉', '烤生蚝']",['工艺|材料']
1456,牛肉煎包,"['牛肉', '煎包']",['材料|形式']
1457,宝石绿豆冰,"['宝石', '绿豆', '冰']",['其他|材料|形式']
1458,海盐焦糖馥芮白,"['海盐', '焦糖', '馥芮白']",['原材料|原材料|形式']
1459,葱爆羊肉,"['葱爆', '羊肉']",['工艺|材料']
1460,超级杯水果茶,"['超级', '杯', '水果茶']",['其他|其他|形式']
1461,酸辣无骨鸭掌尝鲜,"['酸辣', '无骨', '鸭掌', '尝鲜']",['风味|其他|材料|其他']
1462,买薯条送鸡翅,"['买', '薯条', '送', '鸡翅']",['其他|材料|其他|材料']
1463,马哈鱼,['马哈鱼'],['材料']
1464,卤猪手,"['卤', '猪手']",['工艺|材料']
1465,菠萝冰美式,"['菠萝', '冰', '美式']",['材料|其他|形式']
1466,羊排肉,"['羊排', '肉']",['材料|材料']
1467,霸气西柚,"['霸气', '西柚']",['其他|材料']
1468,藤椒鸡腿汉堡,"['藤椒', '鸡腿', '汉堡']",['风味|材料|形式']
1469,原味冰淇淋,"['原味', '冰淇淋']",['原味|冰淇淋\n风味|形式']
1470,铁板土豆,"['铁板', '土豆']",['工艺|材料']
1471,宫保鸡丁饭,"['宫保', '鸡丁', '饭']",['风味|材料|形式']
1472,可露丽,['可露丽'],['品牌']
1473,甜心小苹果,"['甜心', '小苹果']",['其他|材料']
1474,轻芝士拿铁,"['轻', '芝士', '拿铁']",['其他|材料|形式']
1475,燕麦拿铁风味冰品花筒兑换券,"['燕麦', '拿铁', '风味', '冰品', '花筒', '兑换券']",['其他|其他|风味|其他|其他|其他']
1476,卷堡,"['卷', '堡']",['工艺|形式']
1477,原切前胸牛肉,"['原切', '前胸', '牛肉']",['工艺|材料|材料']
1478,海鲜拼盘,"['海鲜', '拼盘']",['材料|形式']
1479,三重莓莓瑞幸卷,"['三重', '莓莓', '瑞幸', '卷']",['其他|其他|品牌|形式']
1480,火腿鸡蛋炒饭,"['火腿', '鸡蛋', '炒饭']",['材料|材料|形式']
1481,可口可乐,"['可口', '可乐']",['品牌|其他']
1482,蛋黄锅巴,"['蛋黄', '锅巴']",['材料|形式']
1483,巴斯克蛋糕,"['巴斯克', '蛋糕']",['品牌|形式']
1484,香肠面,"['香肠', '面']",['材料|形式']
1485,素菜合家欢,"['素菜', '合家欢']",['材料|其他']
1486,烤馍,"['烤', '馍']",['工艺|材料']
1487,火腿肠炒饭,"['火腿肠', '炒饭']",['材料|形式']
1488,海苔肉松,"['海苔', '肉松']",['材料|材料']
1489,小鱿鱼串,"['小', '鱿鱼', '串']",['其他|材料|形式']
1490,蒜香排骨,"['蒜香', '排骨']",['风味|材料']
1491,锡纸豆腐,"['锡纸', '豆腐']",['工艺|材料']
1492,蓝莓奶茶,"['蓝莓', '奶茶']",['原材料|形式']
1493,黄焖猪蹄,"['黄焖', '猪蹄']",['工艺|材料']
1494,牛肉凉片,"['牛肉', '凉片']",['材料|形式']
1495,麻辣香肠,"['麻辣', '香肠']",['工艺|材料']
1496,甲鱼,['甲鱼'],['材料']
1497,双堡半鸡,"['双堡', '半鸡']",['其他|其他']
1498,酱香米线,"['酱香', '米线']",['风味|形式']
1499,酱茄子,"['酱', '茄子']",['工艺|材料']
1500,泡鲁达冰淇淋,"['泡鲁达', '冰淇淋']",['品牌|材料']
1501,芒果益菌多,"['芒果', '益菌多']",['材料|材料']
1502,一锅出,"['一锅', '出']",['工艺|形式']
1503,葱烧豆腐,"['葱烧', '豆腐']",['工艺|材料']
1504,奶油蘑菇汤,"['奶油', '蘑菇汤']",['材料|材料']
1505,超级至尊比萨,"['超级', '至尊', '比萨']",['其他|其他|形式']
1506,意式肉酱披萨,"['意式', '肉酱', '披萨']",['风味|材料|形式']
1507,香肠蒸豆米,"['香肠', '蒸', '豆米']",['材料|工艺|材料']
1508,炸黄花鱼,"['炸', '黄花鱼']",['工艺|材料']
1509,橙之海瑞纳冰,"['橙之海', '瑞纳冰']",['品牌|其他']
1510,淮南牛肉汤,"['淮南', '牛肉汤']",['地名|材料']
1511,多肉西瓜冰茶,"['多肉', '西瓜', '冰茶']",['多肉|西瓜|冰茶的分类如下：\n\n1. 多肉 - 材料\n2. 西瓜 - 材料\n3. 冰茶 - 形式\n\n因此，最终的分类结果是：材料|材料|形式。']
1512,香辣鸭锁骨,"['香辣', '鸭锁骨']",['风味|材料']
1513,烤鸡柳,"['烤', '鸡柳']",['工艺|材料']
1514,蒜泥鸡蛋,"['蒜泥', '鸡蛋']",['工艺|材料']
1515,小腰子,"['小', '腰子']",['其他|材料']
1516,爆米花,['爆米花'],['其他']
1517,椰子雪糕,"['椰子', '雪糕']",['材料|形式']
1518,松鼠鲈鱼,"['松鼠', '鲈鱼']",['工艺|材料']
1519,芹菜鲜肉,"['芹菜', '鲜肉']",['材料|材料']
1520,西柚汁,"['西柚', '汁']",['材料|形式']
1521,五香卤蛋,"['五香', '卤蛋']",['五香|卤蛋\n风味|材料']
1522,玉米香肠,"['玉米', '香肠']",['材料|材料']
1523,玉米排骨汤,"['玉米', '排骨', '汤']",['材料|材料|形式']
1524,八珍豆腐,"['八珍', '豆腐']",['风味|材料']
1525,厚烤栗奶绿,"['厚烤', '栗奶绿']",['工艺|材料']
1526,紫薯吐司,"['紫薯', '吐司']",['材料|形式']
1527,鸡肉棒,"['鸡肉', '棒']",['材料|形式']
1528,黄金珍珠奶茶,"['黄金', '珍珠', '奶茶']",['其他|其他|形式']
1529,麻辣鸡,"['麻辣', '鸡']",['风味|材料']
1530,蒸青日向夏拿铁,"['蒸青', '日向夏', '拿铁']",['工艺|材料|形式']
1531,手撕鸡饭,"['手撕', '鸡饭']",['工艺|形式']
1532,缪可奶啤,"['缪可', '奶啤']",['缪可|奶啤\n品牌|材料']
1533,怡泉气泡水,"['怡泉', '气泡水']",['品牌|其他']
1534,海盐柠檬柚子乌,"['海盐', '柠檬', '柚子', '乌']",['其他|其他|其他|其他']
1535,爆鱼,"['爆', '鱼']",['工艺|材料']
1536,生炸鸡叉骨,"['生炸', '鸡叉骨']",['工艺|材料']
1537,红宝玉草莓,"['红宝', '玉草莓']",['品牌|材料']
1538,现烤窑鸡,"['现烤', '窑鸡']",['工艺|材料']
1539,大包子,"['大', '包子']",['其他|形式']
1540,精品鹅肠,"['精品', '鹅肠']",['其他|材料']
1541,雪丸子冰淇淋,"['雪丸子', '冰淇淋']",['其他|形式']
1542,素炒油麦菜,"['素炒', '油麦菜']",['工艺|材料']
1543,熟醉沼虾,"['熟醉', '沼虾']",['工艺|材料']
1544,烤鹌鹑蛋,"['烤', '鹌鹑蛋']",['工艺|材料']
1545,青提茉莉花茶,"['青提', '茉莉花茶']",['材料|材料']
1546,肉丸子汤,"['肉', '丸子', '汤']",['材料|材料|形式']
1547,古茗奶茶,"['古茗', '奶茶']",['品牌|形式']
1548,砂锅油泼毛血旺,"['砂锅', '油泼', '毛血旺']",['砂锅|油泼|毛血旺的分类如下：\n\n1. **砂锅**：属于**形式**，表示菜的大类别。\n2. **油泼**：属于**工艺**，表示制作工艺。\n3. **毛血旺**：属于**材料**，表示主要原材料。\n\n因此，分类结果为：\n```\n形式|工艺|材料\n```']
1549,血旺,['血旺'],['材料']
1550,乐虎,['乐虎'],['品牌']
1551,馄炖,['馄饨'],['形式']
1552,焦溜丸子,"['焦溜', '丸子']",['工艺|材料']
1553,铁板牛肉,"['铁板', '牛肉']",['工艺|材料']
1554,小菜豆腐汤,"['小菜', '豆腐汤']",['材料|形式']
1555,红烧肉盖浇饭,"['红烧肉', '盖浇饭']",['工艺|形式']
1556,香卤牛肉,"['香卤', '牛肉']",['工艺|材料']
1557,龙虾尾,['龙虾尾'],['材料']
1558,番茄肉酱意面,"['番茄', '肉酱', '意面']",['材料|工艺|形式']
1559,话梅,['话梅'],['其他']
1560,至珍鲜虾堡,"['至珍', '鲜虾', '堡']",['品牌|材料|形式']
1561,深水虾,"['深水', '虾']",['工艺|材料']
1562,虾仁蒸蛋,"['虾仁', '蒸蛋']",['材料|工艺']
1563,鸡丝面,"['鸡丝', '面']",['材料|形式']
1564,麻辣诱惑,"['麻辣', '诱惑']",['风味|其他']
1565,桂花乌龙奶茶,"['桂花', '乌龙', '奶茶']",['风味|材料|形式']
1566,麻辣翅尖,"['麻辣', '翅尖']",['工艺|材料']
1567,泰绿手打柠檬茶,"['泰绿', '手打', '柠檬茶']",['品牌|工艺|形式']
1568,培根鸡腿肉霸堡,"['培根', '鸡腿肉', '霸堡']",['材料|材料|形式']
1569,八宝菠菜,"['八宝', '菠菜']",['风味|材料']
1570,四季拿铁,"['四季', '拿铁']",['其他|形式']
1571,黄金蛋饺,"['黄金', '蛋饺']",['其他|材料']
1572,鱼香鸡丝,"['鱼香', '鸡丝']",['风味|材料']
1573,麻辣鸭舌,"['麻辣', '鸭舌']",['风味|材料']
1574,红颜莓莓,"['红颜', '莓莓']",['其他|材料']
1575,带子,['带子'],['其他']
1576,重庆烤鱼,"['重', '庆', '烤', '鱼']",['地名|地名|工艺|材料']
1577,青妮王榴莲,"['青妮', '王', '榴莲']",['品牌|其他|材料']
1578,活力乳酸柚柚,"['活力', '乳酸', '柚柚']",['其他|其他|其他']
1579,招牌红豆吐司,"['招牌', '红豆', '吐司']",['其他|材料|形式']
1580,秘制辣酱,"['秘制', '辣酱']",['秘制|辣酱\n工艺|风味']
1581,粥,['粥'],['形式']
1582,麦麦夜小堡,"['麦麦', '夜小堡']",['品牌|其他']
1583,烤鲍鱼,"['烤', '鲍鱼']",['工艺|材料']
1584,水煮虾,"['水煮', '虾']",['工艺|材料']
1585,精美小菜,"['精美', '小菜']",['其他|材料']
1586,胡辣羊蹄,"['胡辣', '羊蹄']",['风味|材料']
1587,辣油,['辣油'],['其他']
1588,衡东脆肚,"['衡东', '脆肚']",['地名|材料']
1589,西域孜然粉,"['西域', '孜然', '粉']",['地名|风味|其他']
1590,鸡蛋炒粉,"['鸡蛋', '炒粉']",['材料|工艺']
1591,瘦牛,"['瘦', '牛']",['其他|材料']
1592,冰梅见,"['冰梅', '见']",['其他|其他']
1593,手抓羊排,"['手抓', '羊排']",['工艺|材料']
1594,馓子,['馓子'],['材料']
1595,焖子火烧,"['焖子', '火烧']",['工艺|形式']
1596,糯米团,"['糯米', '团']",['材料|形式']
1597,荷塘月色,"['荷塘', '月色']",['其他|其他']
1598,浓情香鸡翼,"['浓情', '香鸡翼']",['风味|材料']
1599,丝瓜汤,"['丝瓜', '汤']",['材料|形式']
1600,全场饮品任选券,"['全场', '饮品', '任选', '券']",['其他|其他|其他|其他']
1601,乌鸡汤饭,"['乌鸡', '汤饭']",['材料|形式']
1602,宏宝莱汽水,"['宏宝莱', '汽水']",['品牌|其他']
1603,哇哈哈矿泉水,"['哇哈哈', '矿泉水']",['品牌|其他']
1604,拌腐竹,"['拌', '腐竹']",['工艺|材料']
1605,哈尔滨啤酒,"['哈尔滨', '啤酒']",['地名|材料']
1606,海盐奥利奥蛋糕,"['海盐', '奥利奥', '蛋糕']",['原材料|品牌|形式']
1607,薄荷奶绿霸王桶,"['薄荷', '奶绿', '霸王桶']",['其他|其他|形式']
1608,黑松露薯条,"['黑松露', '薯条']",['材料|材料']
1609,双层水果蛋糕,"['双层', '水果', '蛋糕']",['其他|其他|形式']
1610,味增汤,"['味增', '汤']",['材料|形式']
1611,麻汁凉面,"['麻汁', '凉面']",['工艺|形式']
1612,蟹黄豆腐,"['蟹黄', '豆腐']",['材料|材料']
1613,鱼片,['鱼片'],['材料']
1614,炸包菜,"['炸', '包菜']",['工艺|材料']
1615,番茄炖牛腩,"['番茄', '炖', '牛腩']",['材料|工艺|材料']
1616,软籽石榴,"['软籽', '石榴']",['其他|材料']
1617,招牌鲜肉包,"['招牌', '鲜肉', '包']",['招牌|鲜肉|包的分类如下：\n\n1. 招牌 - 其他\n2. 鲜肉 - 材料\n3. 包 - 形式\n\n因此，最终的分类结果是：其他|材料|形式。']
1618,特色小酥肉,"['特色', '小酥肉']",['风味|材料']
1619,蔓越莓吐司,"['蔓越莓', '吐司']",['材料|形式']
1620,素砂锅,"['素', '砂锅']",['工艺|形式']
1621,纯萃燕麦拿铁,"['纯萃', '燕麦', '拿铁']",['其他|材料|形式']
1622,咖喱鸡饭,"['咖喱', '鸡饭']",['风味|形式']
1623,奇亚籽全麦面包,"['奇亚籽', '全麦', '面包']",['材料|材料|形式']
1624,爆汁三柠茶,"['爆汁', '三柠', '茶']",['工艺|其他|形式']
1625,酱爆鸡丁,"['酱爆', '鸡丁']",['工艺|材料']
1626,饼子,['饼子'],['其他']
1627,梭子蟹,"['梭子', '蟹']",['材料|材料']
1628,凉拌土豆丝,"['凉拌', '土豆丝']",['工艺|材料']
1629,老坛剁椒鱼头,"['老坛', '剁椒', '鱼头']",['工艺|材料|材料']
1630,蛋黄鲜肉粽,"['蛋黄', '鲜肉粽']",['材料|材料']
1631,南美大虾,"['南美', '大虾']",['地名|材料']
1632,原味松饼,"['原味', '松饼']",['风味|形式']
1633,炒钉螺,"['炒', '钉螺']",['工艺|材料']
1634,烤饼子,"['烤', '饼子']",['工艺|材料']
1635,骨汤牛肉面,"['骨汤', '牛肉面']",['工艺|形式']
1636,鸡蛋粉,"['鸡蛋', '粉']",['材料|形式']
1637,猪耳朵,"['猪', '耳朵']",['材料|材料']
1638,红烧牛肉拉面,"['红烧', '牛肉', '拉面']",['工艺|材料|形式']
1639,海苔,['海苔'],['材料']
1640,贡丸子,"['贡', '丸子']",['贡|丸子\n品牌|材料']
1641,蒙牛纯牛奶,"['蒙牛', '纯牛奶']",['品牌|材料']
1642,卤藕,"['卤', '藕']",['卤|藕\n工艺|材料']
1643,金丝鸡柳,"['金丝', '鸡柳']",['工艺|材料']
1644,酸奶泡芙,"['酸奶', '泡芙']",['材料|材料']
1645,照烧鸡肉披萨,"['照烧', '鸡肉', '披萨']",['工艺|材料|形式']
1646,蒜泥血肠,"['蒜泥', '血肠']",['工艺|材料']
1647,奶香馒头,"['奶', '香', '馒', '头']",['其他|其他|其他|形式']
1648,招牌鸭食管,"['招牌', '鸭食管']",['其他|材料']
1649,仔姜牛蛙,"['仔姜', '牛蛙']",['材料|材料']
1650,荠菜肉包,"['荠菜', '肉包']",['材料|形式']
1651,小黄瓜,['小黄瓜'],['材料']
1652,羊肉烧卖,"['羊肉', '烧卖']",['材料|形式']
1653,虾蛄,['虾蛄'],['材料']
1654,牛骨汤底,"['牛骨', '汤底']",['材料|形式']
1655,3,['您好！看起来您发送的内容是“3”。如果您有任何问题或需要帮助，请随时告诉我！'],['您好！看起来您发送的内容是“3”。如果您有任何问题或需要帮助，请随时告诉我！']
1656,全套奶茶,"['全套', '奶茶']",['其他|形式']
1657,经典拿铁瑞纳冰,"['经典', '拿铁', '瑞纳冰']",['其他|其他|形式']
1658,西红柿鸡蛋炒面,"['西红柿', '鸡蛋', '炒面']",['材料|材料|形式']
1659,酱酱鸡扒饭,"['酱酱', '鸡扒', '饭']",['其他|材料|形式']
1660,红心柚,"['红心', '柚']",['风味|材料']
1661,锅巴菜,"['锅巴', '菜']",['工艺|形式']
1662,炒油麦菜,"['炒', '油麦菜']",['工艺|材料']
1663,羊心,"['羊', '心']",['材料|材料']
1664,爆炒鱿鱼,"['爆炒', '鱿鱼']",['工艺|材料']
1665,白桃乌龙椰奶茶,"['白桃', '乌龙', '椰奶', '茶']",['其他|其他|其他|形式']
1666,海鸭蛋,"['海', '鸭蛋']",['地名|材料']
1667,肉卷,['肉卷'],['材料']
1668,爆炒花蛤,"['爆炒', '花蛤']",['工艺|材料']
1669,酱油鸡,"['酱油', '鸡']",['工艺|材料']
1670,红丝绒裸蛋糕,"['红丝绒', '裸蛋糕']",['其他|形式']
1671,炒猪肝,"['炒', '猪肝']",['工艺|材料']
1672,招牌柠檬红茶,"['招牌', '柠檬', '红茶']",['其他|材料|形式']
1673,爽口木耳,"['爽口', '木耳']",['风味|材料']
1674,红豆糕,"['红豆', '糕']",['材料|形式']
1675,笋子烧牛肉,"['笋子', '烧', '牛肉']",['材料|工艺|材料']
1676,生鱼片,"['生鱼', '片']",['工艺|材料']
1677,烤猪肉,"['烤', '猪肉']",['工艺|材料']
1678,酸奶莓莓,"['酸奶', '莓莓']",['材料|材料']
1679,干拌牛肉,"['干', '拌', '牛肉']",['工艺|工艺|材料']
1680,锅底,"['锅', '底']",['锅|底\n工艺|形式']
1681,牛油果拿铁,"['牛油果', '拿铁']",['材料|其他']
1682,麦香鱼,"['麦香', '鱼']",['风味|材料']
1683,夏梦玫珑,"['夏', '梦', '玫', '珑']",['其他|其他|其他|形式']
1684,油豆皮,"['油', '豆皮']",['工艺|材料']
1685,羊肉片,"['羊肉', '片']",['材料|形式']
1686,芒果椰汁西米露,"['芒果', '椰汁', '西米露']",['材料|材料|形式']
1687,白月光,"['白', '月光']",['其他|其他']
1688,驴肉包子,"['驴肉', '包子']",['材料|形式']
1689,芝士鸡肉帕尼尼,"['芝士', '鸡肉', '帕尼尼']",['芝士|鸡肉|帕尼尼的分类是：材料|材料|形式。']
1690,板筋,"['板', '筋']",['工艺|材料']
1691,核桃酥,"['核桃', '酥']",['材料|工艺']
1692,芒果干,"['芒果', '干']",['材料|形式']
1693,韭菜包子,"['韭菜', '包子']",['材料|形式']
1694,鱼香肉丝盖饭,"['鱼香', '肉丝', '盖饭']",['风味|材料|形式']
1695,鱼香肉丝炒面,"['鱼香', '肉丝', '炒面']",['风味|材料|形式']
1696,爽口泡菜,"['爽口', '泡菜']",['风味|材料']
1697,开熏火焰鸡腿,"['开熏', '火焰', '鸡腿']",['工艺|其他|材料']
1698,水煮花生,"['水煮', '花生']",['工艺|材料']
1699,呷哺调料,"['呷哺', '调料']",['品牌|材料']
1700,豌豆,['豌豆'],['材料']
1701,葡萄啵啵,"['葡萄', '啵啵']",['其他|形式']
1702,芝士葡萄奶盖,"['芝士', '葡萄', '奶盖']",['材料|材料|材料']
1703,豆扣,"['豆', '扣']",['豆|扣的分类是：工艺|材料。']
1704,茶,['茶'],['其他']
1705,鲜莓满满,"['鲜莓', '满满']",['其他|其他']
1706,榴莲忘返,"['榴莲', '忘返']",['其他|其他']
1707,扒肉条,"['扒', '肉条']",['工艺|材料']
1708,烤粉,"['烤', '粉']",['工艺|材料']
1709,鲍鱼红烧肉,"['鲍鱼', '红烧肉']",['材料|工艺']
1710,伦晚脐橙,"['伦晚', '脐橙']",['伦晚|脐橙\n地名|材料']
1711,圣诞甜心拿铁,"['圣诞', '甜心', '拿铁']",['其他|其他|形式']
1712,奥尔良鸡肉片,"['奥尔良', '鸡肉片']",['地名|材料']
1713,瘦肉炒粉,"['瘦肉', '炒粉']",['材料|工艺']
1714,椒盐土豆,"['椒盐', '土豆']",['风味|材料']
1715,香酥,['香酥'],['工艺']
1716,铁板黑椒牛柳,"['铁板', '黑椒', '牛柳']",['工艺|风味|材料']
1717,羊肉汤,"['羊肉', '汤']",['材料|形式']
1718,香草丝绒拿铁,"['香草', '丝绒', '拿铁']",['其他|其他|形式']
1719,潘帕斯蓝生酪茉莉拿铁,"['潘帕斯', '蓝生酪', '茉莉', '拿铁']",['地名|材料|其他|形式']
1720,冒鸭血,"['冒', '鸭血']",['冒|鸭血\n工艺|材料']
1721,鸡蛋火腿三明治,"['鸡蛋', '火腿', '三明治']",['材料|材料|形式']
1722,番茄锅,"['番茄', '锅']",['材料|形式']
1723,玉米猪肉蒸饺,"['玉米', '猪肉', '蒸饺']",['材料|材料|形式']
1724,招牌卤粉,"['招牌', '卤粉']",['招牌|卤粉的分类是：工艺|材料。']
1725,鸭肠,"['鸭', '肠']",['材料|材料']
1726,富桂厚乳拿铁,"['富桂', '厚乳', '拿铁']",['品牌|其他|形式']
1727,酸奶条,"['酸奶', '条']",['材料|形式']
1728,芒果布丁,"['芒果', '布丁']",['材料|材料']
1729,核桃包,"['核桃', '包']",['材料|形式']
1730,石锅牛蛙,"['石锅', '牛蛙']",['工艺|材料']
1731,千丝豆干,"['千丝', '豆干']",['工艺|材料']
1732,牛腱肉,"['牛腱', '肉']",['材料|材料']
1733,火烧馍,"['火烧', '馍']",['工艺|材料']
1734,西红柿鸡蛋面,"['西红柿', '鸡蛋', '面']",['材料|材料|形式']
1735,大香肠,"['大', '香肠']",['其他|材料']
1736,葡萄香柠茶,"['葡萄', '香柠', '茶']",['原材料|原材料|形式']
1737,红红火火,"['红红', '火火']",['其他|其他']
1738,云吞拼盘,"['云吞', '拼盘']",['材料|形式']
1739,鱼丸,['鱼丸'],['材料']
1740,杨梅冰汤团,"['杨梅', '冰汤团']",['材料|形式']
1741,烤鸡爪,"['烤', '鸡爪']",['工艺|材料']
1742,粉蒸肉,"['粉蒸', '肉']",['工艺|材料']
1743,陕西手工凉皮,"['陕西', '手工', '凉皮']",['地名|工艺|材料']
1744,黑鸭鸭软骨,"['黑鸭', '鸭软骨']",['材料|材料']
1745,冻豆腐,"['冻', '豆腐']",['冻|豆腐\n工艺|材料']
1746,糖醋萝卜,"['糖醋', '萝卜']",['风味|材料']
1747,香辣鸭脖,"['香辣', '鸭脖']",['风味|材料']
1748,德式香肠,"['德式', '香肠']",['工艺|材料']
1749,竹升面,"['竹升', '面']",['工艺|形式']
1750,苹果干,"['苹果', '干']",['材料|形式']
1751,烤羊蛋,"['烤', '羊蛋']",['工艺|材料']
1752,招牌千张,"['招牌', '千张']",['其他|材料']
1753,宫保鸡丁盖浇饭,"['宫保', '鸡丁', '盖浇饭']",['风味|材料|形式']
1754,砂锅豆腐,"['砂锅', '豆腐']",['工艺|材料']
1755,酸菜红烧牛肉面,"['酸菜', '红烧', '牛肉面']",['风味|工艺|形式']
1756,微辣锅底,"['微辣', '锅底']",['风味|形式']
1757,海之言,"['海', '之', '言']",['其他|其他|形式']
1758,荔枝椰椰,"['荔枝', '椰椰']",['其他|其他']
1759,酱猪手,"['酱', '猪手']",['工艺|材料']
1760,海鲜锅巴,"['海鲜', '锅巴']",['材料|形式']
1761,全翅,"['全', '翅']",['其他|材料']
1762,牛板腱,"['牛板', '腱']",['其他|材料']
1763,崂山精品,"['崂山', '精品']",['地名|其他']
1764,西瓜,['西瓜'],['材料']
