idx,text,tokens
1432,酸辣汤,['酸辣|汤']
1433,荠菜鲜肉小馄饨,['荠菜|鲜肉|小馄饨']
1434,偶遇小酒,['偶遇|小酒']
1435,川北凉粉,['川北|凉粉']
1436,秋月芝士红石榴,['秋月|芝士|红石榴']
1437,千层饼,['千层|饼']
1438,猪爪,['猪|爪']
1439,酸菜鲜肉,['酸菜|鲜肉']
1440,雪菜毛豆,['雪菜|毛豆']
1441,羊腿卷,['羊腿|卷']
1442,大鸡翅,['大|鸡翅']
1443,九阳豆浆,['九阳|豆浆']
1444,芋头蒸排骨,['芋头|蒸|排骨']
1445,涮菜,['涮|菜']
1446,榴莲蛋挞,['榴莲|蛋挞']
1447,嘶哈鸡肉堡拼盘,['嘶哈|鸡肉|堡拼盘']
1448,奇异果,['奇异|果']
1449,烤榴莲,['烤|榴莲']
1450,烤羊肉,['烤|羊肉']
1451,芒芒百香果,['芒芒|百香果']
1452,鲜羊肉,['鲜|羊肉']
1453,豆芽粉丝,['豆芽|粉丝']
1454,白灼青菜,['白灼|青菜']
1455,蒜蓉烤生蚝,['蒜蓉|烤生蚝']
1456,牛肉煎包,['牛肉|煎包']
1457,宝石绿豆冰,['宝石|绿豆|冰']
1458,海盐焦糖馥芮白,['海盐|焦糖|馥芮白']
1459,葱爆羊肉,['葱爆|羊肉']
1460,超级杯水果茶,['超级|杯|水果茶']
1461,酸辣无骨鸭掌尝鲜,['酸辣|无骨|鸭掌|尝鲜']
1462,买薯条送鸡翅,['买|薯条|送|鸡翅']
1463,马哈鱼,['马哈鱼']
1464,卤猪手,['卤|猪手']
1465,菠萝冰美式,['菠萝|冰|美式']
1466,羊排肉,['羊排|肉']
1467,霸气西柚,['霸气|西柚']
1468,藤椒鸡腿汉堡,['藤椒|鸡腿|汉堡']
1469,原味冰淇淋,['原味|冰淇淋']
1470,铁板土豆,['铁板|土豆']
1471,宫保鸡丁饭,['宫保|鸡丁|饭']
1472,可露丽,['可露丽']
1473,甜心小苹果,['甜心|小苹果']
1474,轻芝士拿铁,['轻|芝士|拿铁']
1475,燕麦拿铁风味冰品花筒兑换券,['燕麦|拿铁|风味|冰品|花筒|兑换券']
1476,卷堡,['卷|堡']
1477,原切前胸牛肉,['原切|前胸|牛肉']
1478,海鲜拼盘,['海鲜|拼盘']
1479,三重莓莓瑞幸卷,['三重|莓莓|瑞幸|卷']
1480,火腿鸡蛋炒饭,['火腿|鸡蛋|炒饭']
1481,可口可乐,['可口|可乐']
1482,蛋黄锅巴,['蛋黄|锅巴']
1483,巴斯克蛋糕,['巴斯克|蛋糕']
1484,香肠面,['香肠|面']
1485,素菜合家欢,['素菜|合家欢']
1486,烤馍,['烤|馍']
1487,火腿肠炒饭,['火腿肠|炒饭']
1488,海苔肉松,['海苔|肉松']
1489,小鱿鱼串,['小|鱿鱼|串']
1490,蒜香排骨,['蒜香|排骨']
1491,锡纸豆腐,['锡纸|豆腐']
1492,蓝莓奶茶,['蓝莓|奶茶']
1493,黄焖猪蹄,['黄焖|猪蹄']
1494,牛肉凉片,['牛肉|凉片']
1495,麻辣香肠,['麻辣|香肠']
1496,甲鱼,['甲鱼']
1497,双堡半鸡,['双堡|半鸡']
1498,酱香米线,['酱香|米线']
1499,酱茄子,['酱|茄子']
1500,泡鲁达冰淇淋,['泡鲁达|冰淇淋']
1501,芒果益菌多,['芒果|益菌多']
1502,一锅出,['一锅|出']
1503,葱烧豆腐,['葱烧|豆腐']
1504,奶油蘑菇汤,['奶油|蘑菇汤']
1505,超级至尊比萨,['超级|至尊|比萨']
1506,意式肉酱披萨,['意式|肉酱|披萨']
1507,香肠蒸豆米,['香肠|蒸|豆米']
1508,炸黄花鱼,['炸|黄花鱼']
1509,橙之海瑞纳冰,['橙之海|瑞纳冰']
1510,淮南牛肉汤,['淮南|牛肉汤']
1511,多肉西瓜冰茶,['多肉|西瓜|冰茶']
1512,香辣鸭锁骨,['香辣|鸭锁骨']
1513,烤鸡柳,['烤|鸡柳']
1514,蒜泥鸡蛋,['蒜泥|鸡蛋']
1515,小腰子,['小|腰子']
1516,爆米花,['爆米花']
1517,椰子雪糕,['椰子|雪糕']
1518,松鼠鲈鱼,['松鼠|鲈鱼']
1519,芹菜鲜肉,['芹菜|鲜肉']
1520,西柚汁,['西柚|汁']
1521,五香卤蛋,['五香|卤蛋']
1522,玉米香肠,['玉米|香肠']
1523,玉米排骨汤,['玉米|排骨|汤']
1524,八珍豆腐,['八珍|豆腐']
1525,厚烤栗奶绿,['厚烤|栗奶绿']
1526,紫薯吐司,['紫薯|吐司']
1527,鸡肉棒,['鸡肉|棒']
1528,黄金珍珠奶茶,['黄金|珍珠|奶茶']
1529,麻辣鸡,['麻辣|鸡']
1530,蒸青日向夏拿铁,['蒸青|日向夏|拿铁']
1531,手撕鸡饭,['手撕|鸡饭']
1532,缪可奶啤,['缪可|奶啤']
1533,怡泉气泡水,['怡泉|气泡水']
1534,海盐柠檬柚子乌,['海盐|柠檬|柚子|乌']
1535,爆鱼,['爆|鱼']
1536,生炸鸡叉骨,['生炸|鸡叉骨']
1537,红宝玉草莓,['红宝|玉草莓']
1538,现烤窑鸡,['现烤|窑鸡']
1539,大包子,['大|包子']
1540,精品鹅肠,['精品|鹅肠']
1541,雪丸子冰淇淋,['雪丸子|冰淇淋']
1542,素炒油麦菜,['素炒|油麦菜']
1543,熟醉沼虾,['熟醉|沼虾']
1544,烤鹌鹑蛋,['烤|鹌鹑蛋']
1545,青提茉莉花茶,['青提|茉莉花茶']
1546,肉丸子汤,['肉|丸子|汤']
1547,古茗奶茶,['古茗|奶茶']
1548,砂锅油泼毛血旺,['砂锅|油泼|毛血旺']
1549,血旺,['血旺']
1550,乐虎,['乐虎']
1551,馄炖,['馄饨']
1552,焦溜丸子,['焦溜|丸子']
1553,铁板牛肉,['铁板|牛肉']
1554,小菜豆腐汤,['小菜|豆腐汤']
1555,红烧肉盖浇饭,['红烧肉|盖浇饭']
1556,香卤牛肉,['香卤|牛肉']
1557,龙虾尾,['龙虾尾']
1558,番茄肉酱意面,['番茄|肉酱|意面']
1559,话梅,['话梅']
1560,至珍鲜虾堡,['至珍|鲜虾|堡']
1561,深水虾,['深水|虾']
1562,虾仁蒸蛋,['虾仁|蒸蛋']
1563,鸡丝面,['鸡丝|面']
1564,麻辣诱惑,['麻辣|诱惑']
1565,桂花乌龙奶茶,['桂花|乌龙|奶茶']
1566,麻辣翅尖,['麻辣|翅尖']
1567,泰绿手打柠檬茶,['泰绿|手打|柠檬茶']
1568,培根鸡腿肉霸堡,['培根|鸡腿肉|霸堡']
1569,八宝菠菜,['八宝|菠菜']
1570,四季拿铁,['四季|拿铁']
1571,黄金蛋饺,['黄金|蛋饺']
1572,鱼香鸡丝,['鱼香|鸡丝']
1573,麻辣鸭舌,['麻辣|鸭舌']
1574,红颜莓莓,['红颜|莓莓']
1575,带子,['带子']
1576,重庆烤鱼,['重|庆|烤|鱼']
1577,青妮王榴莲,['青妮|王|榴莲']
1578,活力乳酸柚柚,['活力|乳酸|柚柚']
1579,招牌红豆吐司,['招牌|红豆|吐司']
1580,秘制辣酱,['秘制|辣酱']
1581,粥,['粥']
1582,麦麦夜小堡,['麦麦|夜小堡']
1583,烤鲍鱼,['烤|鲍鱼']
1584,水煮虾,['水煮|虾']
1585,精美小菜,['精美|小菜']
1586,胡辣羊蹄,['胡辣|羊蹄']
1587,辣油,['辣油']
1588,衡东脆肚,['衡东|脆肚']
1589,西域孜然粉,['西域|孜然|粉']
1590,鸡蛋炒粉,['鸡蛋|炒粉']
1591,瘦牛,['瘦|牛']
1592,冰梅见,['冰梅|见']
1593,手抓羊排,['手抓|羊排']
1594,馓子,['馓子']
1595,焖子火烧,['焖子|火烧']
1596,糯米团,['糯米|团']
1597,荷塘月色,['荷塘|月色']
1598,浓情香鸡翼,['浓情|香鸡翼']
1599,丝瓜汤,['丝瓜|汤']
1600,全场饮品任选券,['全场|饮品|任选|券']
1601,乌鸡汤饭,['乌鸡|汤饭']
1602,宏宝莱汽水,['宏宝莱|汽水']
1603,哇哈哈矿泉水,['哇哈哈|矿泉水']
1604,拌腐竹,['拌|腐竹']
1605,哈尔滨啤酒,['哈尔滨|啤酒']
1606,海盐奥利奥蛋糕,['海盐|奥利奥|蛋糕']
1607,薄荷奶绿霸王桶,['薄荷|奶绿|霸王桶']
1608,黑松露薯条,['黑松露|薯条']
1609,双层水果蛋糕,['双层|水果|蛋糕']
1610,味增汤,['味增|汤']
1611,麻汁凉面,['麻汁|凉面']
1612,蟹黄豆腐,['蟹黄|豆腐']
1613,鱼片,['鱼片']
1614,炸包菜,['炸|包菜']
1615,番茄炖牛腩,['番茄|炖|牛腩']
1616,软籽石榴,['软籽|石榴']
1617,招牌鲜肉包,['招牌|鲜肉|包']
1618,特色小酥肉,['特色|小酥肉']
1619,蔓越莓吐司,['蔓越莓|吐司']
1620,素砂锅,['素|砂锅']
1621,纯萃燕麦拿铁,['纯萃|燕麦|拿铁']
1622,咖喱鸡饭,['咖喱|鸡饭']
1623,奇亚籽全麦面包,['奇亚籽|全麦|面包']
1624,爆汁三柠茶,['爆汁|三柠|茶']
1625,酱爆鸡丁,['酱爆|鸡丁']
1626,饼子,['饼子']
1627,梭子蟹,['梭子|蟹']
1628,凉拌土豆丝,['凉拌|土豆丝']
1629,老坛剁椒鱼头,['老坛|剁椒|鱼头']
1630,蛋黄鲜肉粽,['蛋黄|鲜肉粽']
1631,南美大虾,['南美|大虾']
1632,原味松饼,['原味|松饼']
1633,炒钉螺,['炒|钉螺']
1634,烤饼子,['烤|饼子']
1635,骨汤牛肉面,['骨汤|牛肉面']
1636,鸡蛋粉,['鸡蛋|粉']
1637,猪耳朵,['猪|耳朵']
1638,红烧牛肉拉面,['红烧|牛肉|拉面']
1639,海苔,['海苔']
1640,贡丸子,['贡|丸子']
1641,蒙牛纯牛奶,['蒙牛|纯牛奶']
1642,卤藕,['卤|藕']
1643,金丝鸡柳,['金丝|鸡柳']
1644,酸奶泡芙,['酸奶|泡芙']
1645,照烧鸡肉披萨,['照烧|鸡肉|披萨']
1646,蒜泥血肠,['蒜泥|血肠']
1647,奶香馒头,['奶|香|馒|头']
1648,招牌鸭食管,['招牌|鸭食管']
1649,仔姜牛蛙,['仔姜|牛蛙']
1650,荠菜肉包,['荠菜|肉包']
1651,小黄瓜,['小黄瓜']
1652,羊肉烧卖,['羊肉|烧卖']
1653,虾蛄,['虾蛄']
1654,牛骨汤底,['牛骨|汤底']
1655,3,['您好！看起来您发送的内容是“3”。如果您有任何问题或需要帮助，请随时告诉我！']
1656,全套奶茶,['全套|奶茶']
1657,经典拿铁瑞纳冰,['经典|拿铁|瑞纳冰']
1658,西红柿鸡蛋炒面,['西红柿|鸡蛋|炒面']
1659,酱酱鸡扒饭,['酱酱|鸡扒|饭']
1660,红心柚,['红心|柚']
1661,锅巴菜,['锅巴|菜']
1662,炒油麦菜,['炒|油麦菜']
1663,羊心,['羊|心']
1664,爆炒鱿鱼,['爆炒|鱿鱼']
1665,白桃乌龙椰奶茶,['白桃|乌龙|椰奶|茶']
1666,海鸭蛋,['海|鸭蛋']
1667,肉卷,['肉卷']
1668,爆炒花蛤,['爆炒|花蛤']
1669,酱油鸡,['酱油|鸡']
1670,红丝绒裸蛋糕,['红丝绒|裸蛋糕']
1671,炒猪肝,['炒|猪肝']
1672,招牌柠檬红茶,['招牌|柠檬|红茶']
1673,爽口木耳,['爽口|木耳']
1674,红豆糕,['红豆|糕']
1675,笋子烧牛肉,['笋子|烧|牛肉']
1676,生鱼片,['生鱼|片']
1677,烤猪肉,['烤|猪肉']
1678,酸奶莓莓,['酸奶|莓莓']
1679,干拌牛肉,['干|拌|牛肉']
1680,锅底,['锅|底']
1681,牛油果拿铁,['牛油果|拿铁']
1682,麦香鱼,['麦香|鱼']
1683,夏梦玫珑,['夏|梦|玫|珑']
1684,油豆皮,['油|豆皮']
1685,羊肉片,['羊肉|片']
1686,芒果椰汁西米露,['芒果|椰汁|西米露']
1687,白月光,['白|月光']
1688,驴肉包子,['驴肉|包子']
1689,芝士鸡肉帕尼尼,['芝士|鸡肉|帕尼尼']
1690,板筋,['板|筋']
1691,核桃酥,['核桃|酥']
1692,芒果干,['芒果|干']
1693,韭菜包子,['韭菜|包子']
1694,鱼香肉丝盖饭,['鱼香|肉丝|盖饭']
1695,鱼香肉丝炒面,['鱼香|肉丝|炒面']
1696,爽口泡菜,['爽口|泡菜']
1697,开熏火焰鸡腿,['开熏|火焰|鸡腿']
1698,水煮花生,['水煮|花生']
1699,呷哺调料,['呷哺|调料']
1700,豌豆,['豌豆']
1701,葡萄啵啵,['葡萄|啵啵']
1702,芝士葡萄奶盖,['芝士|葡萄|奶盖']
1703,豆扣,['豆|扣']
1704,茶,['茶']
1705,鲜莓满满,['鲜莓|满满']
1706,榴莲忘返,['榴莲|忘返']
1707,扒肉条,['扒|肉条']
1708,烤粉,['烤|粉']
1709,鲍鱼红烧肉,['鲍鱼|红烧肉']
1710,伦晚脐橙,['伦晚|脐橙']
1711,圣诞甜心拿铁,['圣诞|甜心|拿铁']
1712,奥尔良鸡肉片,['奥尔良|鸡肉片']
1713,瘦肉炒粉,['瘦肉|炒粉']
1714,椒盐土豆,['椒盐|土豆']
1715,香酥,['香酥']
1716,铁板黑椒牛柳,['铁板|黑椒|牛柳']
1717,羊肉汤,['羊肉|汤']
1718,香草丝绒拿铁,['香草|丝绒|拿铁']
1719,潘帕斯蓝生酪茉莉拿铁,['潘帕斯|蓝生酪|茉莉|拿铁']
1720,冒鸭血,['冒|鸭血']
1721,鸡蛋火腿三明治,['鸡蛋|火腿|三明治']
1722,番茄锅,['番茄|锅']
1723,玉米猪肉蒸饺,['玉米|猪肉|蒸饺']
1724,招牌卤粉,['招牌|卤粉']
1725,鸭肠,['鸭|肠']
1726,富桂厚乳拿铁,['富桂|厚乳|拿铁']
1727,酸奶条,['酸奶|条']
1728,芒果布丁,['芒果|布丁']
1729,核桃包,['核桃|包']
1730,石锅牛蛙,['石锅|牛蛙']
1731,千丝豆干,['千丝|豆干']
1732,牛腱肉,['牛腱|肉']
1733,火烧馍,['火烧|馍']
1734,西红柿鸡蛋面,['西红柿|鸡蛋|面']
1735,大香肠,['大|香肠']
1736,葡萄香柠茶,['葡萄|香柠|茶']
1737,红红火火,['红红|火火']
1738,云吞拼盘,['云吞|拼盘']
1739,鱼丸,['鱼丸']
1740,杨梅冰汤团,['杨梅|冰汤团']
1741,烤鸡爪,['烤|鸡爪']
1742,粉蒸肉,['粉蒸|肉']
1743,陕西手工凉皮,['陕西|手工|凉皮']
1744,黑鸭鸭软骨,['黑鸭|鸭软骨']
1745,冻豆腐,['冻|豆腐']
1746,糖醋萝卜,['糖醋|萝卜']
1747,香辣鸭脖,['香辣|鸭脖']
1748,德式香肠,['德式|香肠']
1749,竹升面,['竹升|面']
1750,苹果干,['苹果|干']
1751,烤羊蛋,['烤|羊蛋']
1752,招牌千张,['招牌|千张']
1753,宫保鸡丁盖浇饭,['宫保|鸡丁|盖浇饭']
1754,砂锅豆腐,['砂锅|豆腐']
1755,酸菜红烧牛肉面,['酸菜|红烧|牛肉面']
1756,微辣锅底,['微辣|锅底']
1757,海之言,['海|之|言']
1758,荔枝椰椰,['荔枝|椰椰']
1759,酱猪手,['酱|猪手']
1760,海鲜锅巴,['海鲜|锅巴']
1761,全翅,['全|翅']
1762,牛板腱,['牛板|腱']
1763,崂山精品,['崂山|精品']
1764,西瓜,['西瓜']
1765,肥肠炒饭,['肥肠|炒饭']
1766,中薯可乐两件套送可口可乐柠檬味,['中薯|可乐|两件套|送|可口可乐|柠檬味']
1767,炒小白菜,['炒|小白菜']
1768,香菇米线,['香菇|米线']
1769,蒜香酱油,['蒜香|酱油']
1770,粉丝扇贝,['粉丝|扇贝']
1771,面窝,['面窝']
1772,芭乐柠檬茶,['芭乐|柠檬茶']
1773,炒麻食,['炒|麻食']
1774,烤肉饭,['烤肉|饭']
1775,润润清凉梅,['润润|清凉梅']
1776,香菜水饺,['香菜|水饺']
1777,原味酸奶紫米露,['原味|酸奶|紫米露']
1778,寿司卷,['寿司|卷']
1779,黄金玉米粒,['黄金|玉米粒']
1780,黑糖珍珠圣代,['黑糖|珍珠|圣代']
1781,双重芝士贝果,['双重|芝士|贝果']
1782,茄子豆角,['茄子|豆角']
1783,小烤肠,['小|烤肠']
1784,土豆丝,['土豆|丝']
1785,玉米鲜肉水饺,['玉米|鲜肉|水饺']
1786,炭烤羊腿,['炭烤|羊腿']
1787,油豆泡,['油豆|泡']
1788,鸡公煲,['鸡公|煲']
1789,腊八蒜,['腊八|蒜']
1790,乌漆嘛黑,['乌漆嘛黑']
1791,鲜橙汁,['鲜橙|汁']
1792,干锅鸭头,['干锅|鸭头']
1793,熊黑蛋生打西瓜椰,['熊黑蛋|生打|西瓜椰']
1794,清汤,['清汤']
1795,炸羊排,['炸|羊排']
1796,绝绝脂超耐撕大刀肉片,['绝绝脂|超耐撕|大刀肉片']
1797,鸡蛋炒饭,['鸡蛋|炒饭']
1798,奶茶吨吨桶,['奶茶|吨吨桶']
1799,经典香浓玉米饮,['经典|香浓|玉米饮']
1800,卤香鹌鹑蛋,['卤香|鹌鹑蛋']
1801,小炒肉盖饭,['小炒|肉盖饭']
1802,铁观音,['铁|观|音']
1803,米酒蛋花汤,['米酒|蛋花汤']
1804,青菜合盘,['青菜|合盘']
1805,提子干黄油司康,['提子干|黄油|司康']
1806,战斧牛排,['战斧|牛排']
1807,香肠蛋炒饭,['香肠|蛋炒饭']
1808,绿豆牛奶冰,['绿豆|牛奶|冰']
1809,唯怡,['唯|怡']
1810,葱末,['葱|末']
1811,蒜薹炒肉,['蒜薹|炒|肉']
1812,绍兴臭豆腐,['绍兴|臭豆腐']
1813,虾三鲜,['虾|三鲜']
1814,花田乌龙+春日桃桃,['花田|乌龙|+|春日|桃桃']
1815,鸡胸肉沙拉,['鸡胸肉|沙拉']
1816,老友猪杂粉,['老友|猪杂粉']
1817,海带苗,['海带苗']
1818,级冷鲜去皮甘蔗,['级冷|鲜去|皮甘蔗']
1819,猪肉韭菜,['猪肉|韭菜']
1820,烤黄花鱼,['烤|黄花鱼']
1821,虎皮鸡爪螺蛳粉,['虎皮|鸡爪|螺蛳粉']
1822,铁板牛柳,['铁板|牛柳']
1823,牛肉水饺,['牛肉|水饺']
1824,莴苣,['莴苣']
1825,炒三丝,['炒|三丝']
1826,糯米糕,['糯米|糕']
1827,香菇油菜,['香菇|油菜']
1828,排骨汤粉,['排骨|汤粉']
1829,金银馒头,['金银|馒头']
1830,番茄鸡蛋炒面,['番茄|鸡蛋|炒面']
1831,清炒莴笋,['清炒|莴笋']
1832,柠檬益力多,['柠檬|益力多']
1833,牛肉炒面片,['牛肉|炒|面片']
1834,清蒸排骨,['清蒸|排骨']
1835,苏子叶,['苏子|叶']
1836,虎年嗷呜丝绒拿铁,['虎年|嗷呜|丝绒|拿铁']
1837,黄焖鸭,['黄焖|鸭']
1838,瓦罐汤,['瓦罐|汤']
1839,酥皮肉夹馍,['酥皮|肉夹馍']
1840,黑椒牛仔骨,['黑椒|牛仔骨']
1841,栗上奶香,['栗上|奶香']
1842,清蒸白水鱼,['清蒸|白水鱼']
1843,海蜇丝,['海蜇|丝']
1844,笋,['笋']
1845,夏风凉凉冰椰拿铁兑换券,['夏风|凉凉|冰椰|拿铁|兑换券']
1846,水煮牛柳,['水煮|牛柳']
1847,叉烧肠粉,['叉烧|肠粉']
1848,泷珠奶茶,['泷珠|奶茶']
1849,大红袍珍珠奶茶,['大红袍|珍珠|奶茶']
1850,鲜牛肉丸,['鲜|牛|肉|丸']
1851,爆汁牛肉丸,['爆汁|牛肉丸']
1852,干饼,['干|饼']
1853,孜然酱,['孜然|酱']
1854,鲜排骨,['鲜|排骨']
1855,传统热干面,['传统|热干面']
1856,明炉烧鸭饭,['明炉|烧鸭饭']
1857,大油边,['大|油|边']
1858,星巴克椰椰双打冰震浓缩,['星巴克|椰椰|双打|冰震|浓缩']
1859,香辣鸡排套,['香辣|鸡排套']
1860,红肉菠萝蜜,['红肉|菠萝蜜']
1861,铁板鱿鱼须,['铁板|鱿鱼须']
1862,奥尔良烤鸡腿堡,['奥尔良|烤鸡腿|堡']
1863,土豆牛肉拌面,['土豆|牛肉|拌面']
1864,猪杂枸杞汤,['猪杂|枸杞|汤']
1865,炸虾,['炸|虾']
1866,经典拿铁会议搭子,['经典|拿铁|会议|搭子']
1867,冰淇淋杨枝甘露,['冰淇淋|杨枝|甘露']
1868,底料,['底|料']
1869,衢州鸭头,['衢州|鸭头']
1870,海草军舰,['海草|军舰']
1871,臊子面,['臊子|面']
1872,芹菜,['芹菜']
1873,手打柠檬茶,['手打|柠檬茶']
1874,车厘子,['车厘子']
1875,竹生空野,['竹生|空野']
1876,招牌鱼粉,['招牌|鱼粉']
1877,烧饼里脊,['烧饼|里脊']
1878,巨无霸,['巨|无|霸']
1879,香椰马蹄爆爆珠,['香椰|马蹄|爆爆珠']
1880,鱼籽烧,['鱼籽|烧']
1881,七里香,['七里|香']
1882,鱼粉,['鱼|粉']
1883,焖肉面,['焖肉|面']
1884,蒜蓉开边虾,['蒜蓉|开边|虾']
1885,宫保肉丁,['宫保|肉丁']
1886,富士苹果,['富士|苹果']
1887,酱鸭头,['酱|鸭头']
1888,骨头煲,['骨头|煲']
1889,油焖茄子,['油焖|茄子']
1890,凌波鱼,['凌|波|鱼']
1891,劲脆鸡腿堡土豆泥餐,['劲脆|鸡腿|堡|土豆泥|餐']
1892,鸡蛋瘦肉肠粉,['鸡蛋|瘦肉|肠粉']
1893,东北干豆角,['东北|干豆角']
1894,脆皮鸡爪,['脆皮|鸡爪']
1895,卤鸭翅甜辣,['卤|鸭翅|甜辣']
1896,菠菜花生米,['菠菜|花生米']
1897,芝芝肉酥热辣脆皮鸡装,['芝芝|肉酥|热辣|脆皮鸡|装']
1898,鲜柠檬绿茶,['鲜|柠檬|绿茶']
1899,凉虾,['凉|虾']
1900,红枣豆奶,['红枣|豆奶']
1901,阳澄湖大闸蟹,['阳澄湖|大闸蟹']
1902,干锅兔,['干锅|兔']
1903,欧式蛋糕,['欧式|蛋糕']
1904,木薯羹,['木薯|羹']
1905,猪肉饼,['猪肉|饼']
1906,香芋排骨,['香芋|排骨']
1907,干蒸鸡,['干蒸|鸡']
1908,烤鸭,['烤鸭|']
1909,农夫山泉矿泉水,['农夫|山泉|矿泉水']
1910,青椒炒牛肉盖浇面,['青椒|炒|牛肉|盖浇面']
1911,五香鸭掌,['五香|鸭掌']
1912,杏,['杏']
1913,卤米线,['卤|米线']
1914,柠檬养乐多,['柠檬|养乐多']
1915,蟹柳,['蟹|柳']
1916,招牌鸭肫,['招牌|鸭肫']
1917,墨鱼丸子,['墨鱼|丸子']
1918,鲜牛肉,['鲜|牛肉']
1919,大枣,['大枣']
1920,清蒸带鱼,['清蒸|带鱼']
1921,红烧鲳鱼,['红烧|鲳鱼']
1922,肉饼,['肉饼']
1923,蔬菜卷,['蔬菜|卷']
1924,特色红烧肉,['特色|红烧肉']
1925,冰峰,['冰峰']
1926,糖藕,['糖|藕']
1927,甜品,['甜品']
1928,尖椒炒牛肉,['尖椒|炒|牛肉']
1929,莴笋叶,['莴|笋|叶']
1930,经典水煮肉片,['经典|水煮|肉片']
1931,麻辣牛肉面,['麻辣|牛肉|面']
1932,酒鬼花生米,['酒鬼|花生米']
1933,好益多,['好益|多']
1934,桑葚莓莓,['桑葚|莓莓']
1935,涮肉,['涮|肉']
1936,番茄炒蛋盖浇饭,['番茄|炒蛋|盖浇饭']
1937,番茄牛肉饭,['番茄|牛肉|饭']
1938,蜜桃摇摇奶砖,['蜜桃|摇摇|奶砖']
1939,奥利奥半熟芝士,['奥利奥|半熟|芝士']
1940,肥肠螺蛳粉,['肥肠|螺蛳粉']
1941,菠萝蜜肉,['菠萝|蜜肉']
1942,羊肋条,['羊|肋条']
1943,柿柿如意大福,['柿柿|如意|大福']
1944,干炸鲜蘑,['干炸|鲜蘑']
1945,原味蒸气奶,['原味|蒸气奶']
1946,爆炒羊杂,['爆炒|羊杂']
1947,热气羊肉,['热气|羊肉']
1948,骨头汤,['骨头|汤']
1949,特色椒麻鸡,['特色|椒麻|鸡']
1950,烤干子,['烤|干子']
1951,蒜蓉酱,['蒜|蓉|酱']
1952,韭菜花,['韭菜|花']
1953,芹菜肉,['芹菜|肉']
1954,千层蛋糕,['千层|蛋糕']
1955,香卤莲藕片,['香卤|莲藕片']
1956,新希望上海记忆风味酸牛奶,['新希望|上海|记忆|风味|酸牛奶']
1957,护心肉,['护|心|肉']
1958,芭乐,['芭|乐']
1959,qq芋泥米麻薯,['qq|芋泥|米麻薯']
1960,纯萃经典十选一,['纯萃|经典|十选一']
1961,梅干菜烧肉,['梅干菜|烧肉']
1962,炸鱿鱼,['炸|鱿鱼']
1963,招牌萝卜条,['招牌|萝卜条']
1964,牛油果很芒,['牛油果|很芒']
1965,布里奥斯,['布里奥斯']
1966,双球冰淇淋红果,['双球|冰淇淋|红果']
1967,魔芋,['魔芋']
1968,一帆风顺,['一帆|风顺']
1969,卤香肥肠,['卤香|肥肠']
1970,毛豆炒肉,['毛豆|炒|肉']
1971,沙棘汁,['沙棘|汁']
1972,原味豆浆,['原味|豆浆']
1973,炒饼,['炒|饼']
1974,冰鲜柠檬汁,['冰鲜|柠檬汁']
1975,莲藕,['莲|藕']
1976,小龙虾,['小龙虾|']
1977,雪花啤酒,['雪花|啤酒']
1978,热米皮,['热|米皮']
1979,蚵仔煎,['蚵仔|煎']
1980,肉馅饼,['肉馅|饼']
1981,泡菜萝卜,['泡菜|萝卜']
1982,马蹄糕,['马蹄|糕']
1983,五香鸡爪,['五香|鸡爪']
1984,红豆薏米全麦面包,['红豆|薏米|全麦|面包']
1985,蟹黄味腰果,['蟹黄|味腰果']
1986,红烧鸡块盖烧饭,['红烧|鸡块|盖烧饭']
1987,花蛤汤,['花蛤|汤']
1988,原切牛上脑,['原切|牛上脑']
1989,锡纸猪心,['锡纸|猪心']
1990,杏仁可颂,['杏仁|可颂']
1991,港式车仔面,['港式|车仔面']
1992,大窑橙诺,['大|窑|橙|诺']
1993,芹菜香干肉丝,['芹菜|香干|肉丝']
1994,炒饭,['炒|饭']
1995,啃定好鸡脖,['啃定|好|鸡脖']
1996,闽南猪脚饭,['闽南|猪脚|饭']
1997,鱼杂,['鱼|杂']
1998,红烧仔鸡,['红烧|仔鸡']
1999,杨梅冰汤圆,['杨梅|冰汤圆']
2000,木耳肉丝面,['木耳|肉丝|面']
2001,山楂汁,['山楂|汁']
2002,太妃榛果拿铁,['太妃|榛果|拿铁']
2003,上汤西洋菜,['上汤|西洋菜']
2004,香辣鸭头,['香辣|鸭头']
2005,海底椰雪梨膏,['海底|椰|雪梨|膏']
2006,儿童肠,['儿童|肠']
2007,紫菜鲜肉云吞,['紫菜|鲜肉|云吞']
2008,臭豆腐串,['臭|豆腐串']
2009,草莓冰沙,['草莓|冰沙']
2010,绝味招牌鱿鱼,['绝味|招牌|鱿鱼']
2011,茴香肉,['茴|香|肉']
2012,烧土鸡,['烧|土鸡']
2013,烤五花肉,['烤|五花肉']
2014,盐焗鸡心,['盐|焗|鸡心']
2015,经典超值全家桶,['经典|超值|全家桶']
2016,布丁西米露,['布丁|西米露']
2017,小公鸡,['小|公|鸡']
2018,炸肉丸,['炸|肉丸']
2019,霉干菜肉包,['霉干菜|肉包']
2020,烤花菜,['烤|花菜']
2021,竹荪,['竹荪']
2022,三丝爆豆,['三丝|爆豆']
2023,招牌豌杂面,['招牌|豌杂|面']
2024,麻辣郡肝,['麻辣|郡肝']
2025,烤肉肠,['烤肉|肠']
